income,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
>50k,46,Private,168564,Hs-grad,7,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,62,United-states
<=50k,19,Private,157806,Masters,7,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,0,0,86,Mexico
>50k,84,Self-emp-not-inc,324403,Assoc-voc,14,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,16,United-states
<=50k,49,Private,195665,Some-college,8,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,54,United-states
<=50k,20,Private,195665,Hs-grad,5,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,21,United-states
>50k,33,Private,70103,Hs-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,61,United-states
<=50k,61,Private,185283,Masters,3,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,0,2193,40,Germany
<=50k,25,Private,226114,Hs-grad,3,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,16,United-states
<=50k,56,Private,94154,Assoc-voc,7,Married-civ-spouse,Prof-specialty,Husband,Other,Male,0,0,40,United-states
<=50k,56,Private,195664,Hs-grad,9,Married-civ-spouse,Prof-specialty,Husband,Other,Male,0,0,54,United-states
<=50k,56,Self-emp-not-inc,203416,Hs-grad,12,Married-af-spouse,Prof-specialty,Wife,White,Male,0,0,7,Philippines
<=50k,56,Private,52774,11th,1,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,0,16,United-states
>50k,80,Private,32393,Hs-grad,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,11,United-states
>50k,56,Self-emp-not-inc,210821,Hs-grad,9,Divorced,Prof-specialty,Unmarried,White,Male,0,0,21,Mexico
<=50k,19,Private,486072,Some-college,3,Married-civ-spouse,Prof-specialty,Husband,Amer-indian-eskimo,Male,0,0,56,United-states
>50k,46,Private,216368,Assoc-voc,5,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,40,United-states
>50k,56,Self-emp-not-inc,162363,Hs-grad,7,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,47,Germany
<=50k,61,Private,185283,Masters,3,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,91,United-states
<=50k,46,Private,244786,Masters,7,Never-married,Prof-specialty,Husband,White,Male,0,0,10,United-states
<=50k,19,Private,341523,Hs-grad,14,Separated,Prof-specialty,Husband,White,Female,0,0,40,Guatemala
>50k,63,Private,32392,Hs-grad,2,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,54,United-states
<=50k,71,Private,32391,Hs-grad,3,Married-civ-spouse,Prof-specialty,Unmarried,White,Male,0,0,54,United-states
<=50k,50,Private,185283,Hs-grad,1,Separated,Prof-specialty,Unmarried,White,Male,0,0,54,United-states
<=50k,56,Private,144295,Some-college,7,Married-civ-spouse,Exec-managerial,Wife,White,Male,0,0,33,United-states
<=50k,19,Private,185284,Hs-grad,9,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,0,54,United-states
<=50k,25,Private,341524,Masters,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,44,Mexico
<=50k,67,Private,70100,Assoc-voc,7,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,0,22,United-states
>50k,56,Private,157805,Hs-grad,13,Married-civ-spouse,Prof-specialty,Husband,Amer-indian-eskimo,Male,0,0,89,Mexico
<=50k,46,Private,258114,Hs-grad,6,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,0,59,United-states
<=50k,19,Private,157806,Masters,7,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,59,Mexico
>50k,58,Self-emp-not-inc,300948,Some-college,7,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,54,United-states
>50k,19,Private,94159,Hs-grad,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-states
>50k,46,Private,195665,Masters,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,59,United-states
<=50k,35,Private,32393,Some-college,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,54,United-states
>50k,61,Private,94158,Hs-grad,7,Never-married,Prof-specialty,Husband,White,Male,0,0,59,United-states
<=50k,56,Private,181666,Masters,14,Divorced,Prof-specialty,Husband,Other,Male,0,0,54,Puerto-rico
>50k,45,Self-emp-not-inc,324401,Some-college,8,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,0,0,91,United-states
<=50k,46,Private,170525,Some-college,7,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,54,United-states
>50k,79,Private,157807,Hs-grad,2,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,0,0,59,United-states
<=50k,47,Self-emp-not-inc,195675,Assoc-voc,8,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,54,Germany
>50k,56,Private,43065,Hs-grad,5,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,54,Philippines
<=50k,46,Private,157804,Hs-grad,5,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,54,Nicaragua
<=50k,46,Private,168563,Masters,9,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,0,40,Germany
<=50k,71,Self-emp-not-inc,97731,Some-college,6,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-states
>50k,37,Private,244790,Masters,9,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,11,Mexico
<=50k,47,Private,70098,Hs-grad,8,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,11,United-states
<=50k,19,Private,105086,11th,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,30,United-states
<=50k,46,Private,185282,Some-college,9,Separated,Prof-specialty,Unmarried,Amer-indian-eskimo,Male,0,0,4,United-states
>50k,56,Private,70100,Hs-grad,7,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,54,United-states
<=50k,46,Private,146992,10th,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,20,United-states
<=50k,56,Private,201351,Hs-grad,9,Married-civ-spouse,Prof-specialty,Husband,Amer-indian-eskimo,Male,0,0,25,United-states
<=50k,19,Private,164501,Assoc-voc,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,11,United-states
<=50k,56,Private,195664,11th,7,Never-married,Prof-specialty,Husband,White,Male,0,0,54,Germany
>50k,53,Private,116775,Masters,5,Married-civ-spouse,Prof-specialty,Husband,Asian-pac-islander,Male,0,0,40,United-states
<=50k,76,Private,70100,Masters,3,Widowed,Prof-specialty,Husband,Asian-pac-islander,Male,0,0,5,Mexico
<=50k,31,Private,185284,Assoc-voc,7,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,79,United-states
<=50k,56,Private,185283,Some-college,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,Germany
>50k,19,Private,181668,Hs-grad,9,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,0,30,United-states
<=50k,43,Self-emp-not-inc,201362,Some-college,8,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,11,United-states
<=50k,46,Private,201351,Masters,3,Married-civ-spouse,Prof-specialty,Husband,Amer-indian-eskimo,Male,0,0,54,United-states
<=50k,40,Private,123908,Hs-grad,9,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,0,54,Germany
<=50k,55,Self-emp-not-inc,48281,Doctorate,9,Married-civ-spouse,Prof-specialty,Wife,White,Male,0,0,86,United-states
>50k,32,Private,341525,Masters,3,Married-civ-spouse,Prof-specialty,Wife,White,Male,0,0,54,Germany
<=50k,56,Private,164500,Hs-grad,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,54,Germany
<=50k,25,Private,219435,Hs-grad,5,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,40,Germany
<=50k,44,Self-emp-not-inc,162362,11th,3,Married-civ-spouse,Prof-specialty,Wife,White,Male,0,0,7,Germany
<=50k,56,Private,185283,Hs-grad,2,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,0,0,39,United-states
<=50k,56,Private,341519,Bachelors,8,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,29,United-states
>50k,25,Private,70104,Assoc-acdm,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,59,United-states
<=50k,28,Private,185284,Some-college,3,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-states
<=50k,35,Self-emp-not-inc,185294,Masters,7,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,21,United-states
<=50k,89,Self-emp-not-inc,185293,Hs-grad,7,Married-spouse-absent,Prof-specialty,Husband,Black,Male,0,0,54,United-states
>50k,61,Private,32392,9th,6,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,61,United-states
>50k,19,Self-emp-not-inc,157822,Some-college,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-states
<=50k,28,Private,94157,Hs-grad,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,16,United-states
<=50k,38,Private,191984,10th,7,Never-married,Prof-specialty,Husband,White,Female,0,0,67,Germany
<=50k,55,Private,185283,Hs-grad,10,Married-civ-spouse,Prof-specialty,Wife,White,Male,0,0,50,United-states
<=50k,43,Self-emp-not-inc,116785,Hs-grad,7,Married-civ-spouse,Prof-specialty,Husband,Other,Male,0,0,5,Germany
<=50k,21,Private,244790,Masters,6,Married-civ-spouse,Exec-managerial,Husband,Other,Male,0,0,86,United-states
<=50k,19,Private,70101,Hs-grad,9,Never-married,Prof-specialty,Husband,Amer-indian-eskimo,Male,0,0,10,United-states
<=50k,39,Private,32392,Hs-grad,3,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,54,United-states
<=50k,68,Private,157806,Masters,9,Never-married,Prof-specialty,Wife,White,Male,0,0,54,United-states
<=50k,75,Self-emp-not-inc,244812,Hs-grad,3,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-states
<=50k,78,Private,114655,Hs-grad,3,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,0,40,United-states
<=50k,46,Private,123907,Hs-grad,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,16,United-states
<=50k,41,Private,70099,Some-college,8,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,86,United-states
>50k,56,Private,216369,11th,3,Married-spouse-absent,Prof-specialty,Husband,White,Male,0,0,11,United-states
<=50k,19,Private,157806,Some-college,9,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,67,United-states
<=50k,20,Private,185283,Some-college,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,4,United-states
<=50k,66,Private,185283,Some-college,2,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,54,United-states
