age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
34,Private,193860,Some-college,11,Married-af-spouse,?,Husband,Amer-indian-eskimo,Male,0,0,2,Puerto-rico,<=50k
46,?,239631,Assoc-voc,2,Married-civ-spouse,Prof-specialty,Own-child,Amer-indian-eskimo,Female,0,0,25,United-states,<=50k
40,Self-emp-inc,232195,Hs-grad,8,Married-civ-spouse,?,Husband,?,Male,0,0,67,Germany,>50k
39,Self-emp-inc,136148,Hs-grad,14,Married-civ-spouse,Prof-specialty,?,Black,?,0,0,38,India,<=50k
85,Local-gov,141933,Assoc-acdm,4,Married-civ-spouse,Prof-specialty,Not-in-family,White,?,0,0,18,Philippines,?
81,Federal-gov,69420,Hs-grad,2,?,Sales,Husband,White,Female,0,0,27,Puerto-rico,>50k
75,State-gov,110529,11th,5,Never-married,Prof-specialty,Wife,White,?,0,0,48,United-states,?
56,Private,20530,Hs-grad,1,Married-civ-spouse,Other-service,Wife,?,?,0,0,16,Germany,<=50k
39,Federal-gov,157613,Hs-grad,7,Married-civ-spouse,?,Wife,?,?,0,0,6,Puerto-rico,>50k
85,?,207914,Assoc-acdm,2,Married-civ-spouse,Prof-specialty,Husband,Other,?,0,0,28,Mexico,?
22,Self-emp-inc,174699,?,5,Married-af-spouse,Machine-op-inspct,Husband,?,?,0,0,35,South,>50k
28,?,248182,Hs-grad,12,Widowed,Machine-op-inspct,Husband,?,Male,0,0,79,United-states,<=50k
73,Private,281348,Some-college,1,?,Transport-moving,?,?,?,0,0,57,Philippines,?
43,Private,139125,Hs-grad,3,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,45,Taiwan,<=50k
55,Private,94526,?,6,Married-civ-spouse,?,Husband,White,Male,0,0,50,Columbia,?
81,Without-pay,334632,Some-college,6,Widowed,?,Husband,White,?,0,0,76,Philippines,<=50k
85,Private,48134,Assoc-acdm,10,Widowed,Prof-specialty,Not-in-family,Other,?,0,0,48,Puerto-rico,?
34,?,243700,11th,13,?,Sales,Husband,White,Male,0,1892,33,United-states,?
34,Private,162256,Some-college,1,?,Prof-specialty,Husband,Other,?,0,3866,67,Germany,?
34,?,243700,?,13,Married-spouse-absent,Craft-repair,Husband,White,Male,0,0,47,Germany,?
75,Federal-gov,98033,Hs-grad,2,?,Machine-op-inspct,Husband,?,?,0,0,82,Philippines,<=50k
47,State-gov,94505,?,6,Widowed,?,Wife,Other,Male,0,0,54,United-states,?
46,?,32414,Assoc-voc,16,Never-married,Sales,?,White,?,0,0,16,Germany,<=50k
75,?,225111,Some-college,7,Married-civ-spouse,Craft-repair,Husband,Asian-pac-islander,Male,0,0,30,Mexico,?
43,?,210303,Hs-grad,14,Married-civ-spouse,Prof-specialty,Husband,?,?,0,0,93,England,<=50k
40,Never-worked,1014827,Hs-grad,14,Divorced,Machine-op-inspct,?,White,Male,0,0,87,United-states,<=50k
40,State-gov,172903,Prof-school,6,Married-civ-spouse,Prof-specialty,?,Other,Male,0,0,6,United-states,<=50k
19,Self-emp-inc,48113,Hs-grad,14,Married-civ-spouse,Sales,Wife,?,Male,0,0,54,United-states,?
46,Federal-gov,170729,Hs-grad,7,?,Armed-forces,Husband,Other,?,0,0,50,Germany,<=50k
28,Private,136166,?,8,Married-civ-spouse,Prof-specialty,Husband,?,Female,263,0,39,?,<=50k
80,Private,301596,Hs-grad,13,Married-civ-spouse,Armed-forces,Husband,Other,Female,0,0,93,Taiwan,?
44,?,301524,Assoc-voc,12,Widowed,?,Wife,?,?,0,2774,90,Jamaica,<=50k
17,?,110518,?,16,?,Other-service,Unmarried,White,Male,0,0,10,Taiwan,?
34,State-gov,129758,Assoc-voc,2,?,Prof-specialty,Husband,White,Male,0,0,41,Puerto-rico,<=50k
61,?,258134,?,13,?,Prof-specialty,Husband,?,?,0,0,69,United-states,?
50,?,144523,Masters,2,Married-civ-spouse,Adm-clerical,Unmarried,White,Male,0,0,76,Poland,<=50k
21,Private,157641,Assoc-voc,7,?,?,?,?,?,9547,0,54,Germany,?
36,?,258129,Doctorate,7,?,Prof-specialty,Husband,White,Male,0,0,17,Poland,>50k
75,Self-emp-not-inc,301539,Hs-grad,1,Never-married,?,Husband,?,?,0,0,82,Puerto-rico,<=50k
19,Self-emp-not-inc,232191,Assoc-acdm,6,Married-civ-spouse,?,?,White,Male,0,0,13,Greece,?
40,Private,152336,Hs-grad,5,Never-married,Craft-repair,Wife,?,?,0,0,79,United-states,<=50k
69,?,63406,Hs-grad,8,?,Sales,?,White,?,0,0,77,United-states,<=50k
83,?,188784,Hs-grad,15,Married-civ-spouse,Adm-clerical,?,White,?,0,0,79,United-states,?
81,Local-gov,275469,10th,3,?,Prof-specialty,Husband,White,?,0,0,35,Germany,>50k
85,State-gov,94509,Some-college,2,Married-af-spouse,Protective-serv,?,White,?,0,0,73,United-states,?
28,Private,362225,?,7,Widowed,?,Husband,?,?,0,0,69,Canada,<=50k
