age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
71,Private,210382,Hs-grad,3,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,75,Taiwan,<=50k
52,Federal-gov,177809,Hs-grad,4,Married-civ-spouse,Handlers-cleaners,?,Other,Male,0,0,86,Cuba,?
40,State-gov,258270,Hs-grad,16,Married-civ-spouse,Craft-repair,?,?,Male,0,0,68,Germany,?
80,?,38225,Hs-grad,9,Married-civ-spouse,Craft-repair,Wife,?,?,0,0,60,Germany,<=50k
85,Never-worked,362509,Some-college,2,?,Sales,?,White,?,0,0,67,?,<=50k
81,Private,218637,Assoc-acdm,14,?,Other-service,Husband,White,?,0,0,73,United-states,?
75,Self-emp-not-inc,207984,Assoc-voc,2,?,Sales,Not-in-family,?,Male,0,0,8,Germany,?
89,Without-pay,362489,Hs-grad,4,Married-civ-spouse,?,Other-relative,?,?,0,0,32,United-states,?
39,Self-emp-inc,162304,Hs-grad,7,Never-married,?,?,?,?,0,3361,20,Jamaica,>50k
90,?,57747,?,2,Married-civ-spouse,Sales,Not-in-family,?,?,0,0,94,United-states,<=50k
22,Private,301814,Bachelors,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,20098,0,40,?,>50k
28,State-gov,212935,Assoc-voc,4,Married-civ-spouse,Other-service,Husband,?,Male,0,1177,10,United-states,<=50k
73,Private,301804,Hs-grad,11,?,Tech-support,Husband,Asian-pac-islander,?,0,0,68,United-states,?
43,?,115092,Hs-grad,6,Married-civ-spouse,Adm-clerical,?,Other,?,0,0,2,Germany,<=50k
55,?,90125,Bachelors,11,?,?,Other-relative,White,?,0,0,20,Hong,?
81,?,136231,Assoc-acdm,7,Married-civ-spouse,Sales,Husband,Asian-pac-islander,Male,0,0,94,Puerto-rico,<=50k
69,Private,375380,Hs-grad,3,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,0,21,Puerto-rico,?
34,Private,139186,Hs-grad,3,?,Sales,?,Other,?,0,0,16,Taiwan,<=50k
34,Private,136249,Hs-grad,14,Widowed,Machine-op-inspct,Wife,?,Male,0,0,9,United-states,?
34,Private,183576,Hs-grad,8,?,Machine-op-inspct,Not-in-family,?,Female,0,0,8,United-states,<=50k
75,Without-pay,35023,Hs-grad,14,Married-civ-spouse,Tech-support,Husband,Other,?,0,0,38,South,<=50k
47,?,232286,Bachelors,13,Separated,Exec-managerial,Wife,?,?,0,505,93,United-states,?
46,Private,185386,Assoc-voc,3,?,Craft-repair,?,White,Male,0,2101,15,United-states,<=50k
75,?,212929,Hs-grad,5,Never-married,Sales,?,White,?,0,0,2,United-states,<=50k
43,?,160085,Hs-grad,7,?,Craft-repair,Husband,White,Male,0,0,37,United-states,?
40,Private,174737,Hs-grad,3,Married-spouse-absent,Prof-specialty,Wife,?,?,0,0,16,United-states,>50k
40,?,48236,Hs-grad,8,Divorced,Machine-op-inspct,Own-child,?,?,0,0,40,Germany,?
19,?,57759,Assoc-voc,11,Never-married,?,Husband,?,?,0,0,67,Germany,<=50k
46,Self-emp-not-inc,98115,Assoc-voc,7,Widowed,Craft-repair,?,White,?,0,0,96,United-states,<=50k
28,Private,301786,Some-college,9,?,Adm-clerical,Husband,White,?,0,0,23,Germany,<=50k
80,Self-emp-inc,35028,Hs-grad,6,?,Craft-repair,?,?,?,0,0,30,Canada,?
44,Private,185389,Hs-grad,11,Married-af-spouse,?,Wife,Asian-pac-islander,Male,0,0,57,Italy,<=50k
17,State-gov,38232,Hs-grad,11,Married-af-spouse,Prof-specialty,Husband,Other,?,0,0,86,United-states,<=50k
34,Private,193903,Hs-grad,1,Married-civ-spouse,Other-service,Husband,White,?,0,0,3,Taiwan,<=50k
63,Self-emp-inc,20919,Hs-grad,7,Married-civ-spouse,Sales,Husband,?,?,0,3361,68,Mexico,>50k
50,?,218615,Assoc-acdm,12,Never-married,Other-service,Husband,White,?,0,0,29,Columbia,<=50k
21,?,157690,12th,6,Married-civ-spouse,Craft-repair,?,?,Male,0,0,9,Mexico,?
36,Private,232305,Assoc-voc,6,?,Prof-specialty,Own-child,?,Male,0,0,41,Canada,?
75,Private,152408,Hs-grad,3,Married-civ-spouse,?,Own-child,White,Male,0,0,8,South,<=50k
19,Local-gov,38237,?,4,Widowed,Craft-repair,Not-in-family,White,?,0,0,33,Puerto-rico,?
40,?,375303,Some-college,13,Widowed,Other-service,?,?,Male,0,0,5,Puerto-rico,<=50k
69,?,258262,?,1,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,0,15,United-states,<=50k
83,Private,375408,Hs-grad,2,Married-af-spouse,?,Unmarried,Amer-indian-eskimo,Female,0,0,86,Jamaica,?
81,Private,90162,Hs-grad,2,Married-spouse-absent,Prof-specialty,Husband,White,Male,0,0,24,Germany,?
85,Private,375375,Assoc-acdm,3,?,?,Wife,White,Male,0,0,3,Mexico,?
28,Federal-gov,309540,Hs-grad,4,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,53,United-states,>50k
41,State-gov,168868,11th,2,Married-civ-spouse,Prof-specialty,Other-relative,White,?,0,0,90,Germany,>50k
86,Local-gov,32495,?,2,?,Machine-op-inspct,Other-relative,Other,?,0,0,35,England,<=50k
